Country,Player,Mins,Gls,Ast,PK,PKatt,Shots,SoT,CrdY,CrdR,GA,Saves,Total 90s,Gls_per_90,Ast_per_90,Shots_per_90,SoT_per_90,CrdY_per_90,CrdR_per_90,GA_per_90,Saves_per_90
Japan,Wataru Endo,3775,4,2,0,0,13.0,3.0,6,0,0.0,0.0,41.94444444444444,0.09536423841059603,0.04768211920529802,0.30993377483443707,0.07152317880794702,0.14304635761589404,0.0,0.0,0.0
Japan,Yasuto Wakizaka,5,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Yosuke Ideguchi,9,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Yu Hirakawa,90,0,0,0,0,2.0,1.0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Japan,Yuito Suzuki,205,0,0,0,0,3.0,0.0,1,0,0.0,0.0,2.2777777777777777,0.0,0.0,1.3170731707317074,0.0,0.43902439024390244,0.0,0.0,0.0
Japan,Yuki Ohashi,80,0,0,0,0,3.0,0.0,0,0,0.0,0.0,0.8888888888888888,0.0,0.0,3.375,0.0,0.0,0.0,0.0,0.0
Japan,Yuki Soma,450,2,2,1,1,3.0,0.0,0,0,0.0,0.0,5.0,0.4,0.4,0.6,0.0,0.0,0.0,0.0,0.0
Japan,Yukinari Sugawara,958,2,0,0,0,5.0,2.0,2,0,0.0,0.0,10.644444444444444,0.18789144050104384,0.0,0.4697286012526096,0.18789144050104384,0.18789144050104384,0.0,0.0,0.0
Japan,Yuta Nakayama,1136,0,1,0,0,1.0,0.0,1,0,0.0,0.0,12.622222222222222,0.0,0.07922535211267606,0.07922535211267606,0.0,0.07922535211267606,0.0,0.0,0.0
Japan,Yuto Nagatomo,1627,1,2,0,0,0.0,0.0,1,0,0.0,0.0,18.07777777777778,0.05531653349723417,0.11063306699446834,0.0,0.0,0.05531653349723417,0.0,0.0,0.0
Japan,Yuya Osako,977,10,4,2,2,0.0,0.0,0,0,0.0,0.0,10.855555555555556,0.9211873080859775,0.36847492323439096,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Zion Suzuki,1710,0,0,0,0,0.0,0.0,0,0,14.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.7894736842105263
